current_state,previous_state,estimate,year,current_region,previous_division
MD,WY,272,2015,South,Mountain
MD,WY,0,2016,South,Mountain
MD,WY,44,2017,South,Mountain
MD,WY,147,2018,South,Mountain
MD,WY,0,2019,South,Mountain
NC,WY,870,2010,South,Mountain
NC,WY,153,2011,South,Mountain
NC,WY,604,2012,South,Mountain
NC,WY,35,2013,South,Mountain
NC,WY,675,2014,South,Mountain
NC,WY,582,2015,South,Mountain
NC,WY,145,2016,South,Mountain
NC,WY,159,2017,South,Mountain
NC,WY,1046,2018,South,Mountain
NC,WY,161,2019,South,Mountain
SC,WY,382,2010,South,Mountain
SC,WY,632,2011,South,Mountain
SC,WY,0,2012,South,Mountain
SC,WY,86,2013,South,Mountain
SC,WY,0,2014,South,Mountain
SC,WY,0,2015,South,Mountain
SC,WY,508,2016,South,Mountain
SC,WY,0,2017,South,Mountain
SC,WY,266,2018,South,Mountain
SC,WY,0,2019,South,Mountain
VA,WY,423,2010,South,Mountain
VA,WY,190,2011,South,Mountain
VA,WY,143,2012,South,Mountain
VA,WY,59,2013,South,Mountain
VA,WY,147,2014,South,Mountain
VA,WY,267,2015,South,Mountain
VA,WY,48,2016,South,Mountain
VA,WY,305,2017,South,Mountain
VA,WY,266,2018,South,Mountain
VA,WY,167,2019,South,Mountain
WV,WY,0,2010,South,Mountain
WV,WY,0,2011,South,Mountain
WV,WY,252,2012,South,Mountain
WV,WY,0,2013,South,Mountain
WV,WY,0,2014,South,Mountain
WV,WY,0,2015,South,Mountain
WV,WY,0,2016,South,Mountain
WV,WY,0,2017,South,Mountain
WV,WY,0,2018,South,Mountain
WV,WY,0,2019,South,Mountain
CT,WY,47,2010,Northeast,Mountain
CT,WY,65,2011,Northeast,Mountain
CT,WY,104,2012,Northeast,Mountain
CT,WY,132,2013,Northeast,Mountain
CT,WY,0,2014,Northeast,Mountain
CT,WY,0,2015,Northeast,Mountain
CT,WY,0,2016,Northeast,Mountain
CT,WY,257,2017,Northeast,Mountain
CT,WY,0,2018,Northeast,Mountain
CT,WY,0,2019,Northeast,Mountain
MA,WY,0,2010,Northeast,Mountain
MA,WY,0,2011,Northeast,Mountain
MA,WY,264,2012,Northeast,Mountain
MA,WY,92,2013,Northeast,Mountain
MA,WY,0,2014,Northeast,Mountain
MA,WY,0,2015,Northeast,Mountain
MA,WY,166,2016,Northeast,Mountain
MA,WY,0,2017,Northeast,Mountain
MA,WY,44,2018,Northeast,Mountain
MA,WY,154,2019,Northeast,Mountain
ME,WY,500,2010,Northeast,Mountain
ME,WY,21,2011,Northeast,Mountain
ME,WY,59,2012,Northeast,Mountain
ME,WY,70,2013,Northeast,Mountain
ME,WY,81,2014,Northeast,Mountain
ME,WY,208,2015,Northeast,Mountain
ME,WY,0,2016,Northeast,Mountain
ME,WY,0,2017,Northeast,Mountain
ME,WY,0,2018,Northeast,Mountain
ME,WY,88,2019,Northeast,Mountain
NH,WY,0,2010,Northeast,Mountain
NH,WY,162,2011,Northeast,Mountain
NH,WY,71,2012,Northeast,Mountain
NH,WY,0,2013,Northeast,Mountain
NH,WY,0,2014,Northeast,Mountain
NH,WY,0,2015,Northeast,Mountain
NH,WY,0,2016,Northeast,Mountain
NH,WY,0,2017,Northeast,Mountain
NH,WY,0,2018,Northeast,Mountain
NH,WY,0,2019,Northeast,Mountain
RI,WY,0,2010,Northeast,Mountain
RI,WY,23,2011,Northeast,Mountain
RI,WY,21,2012,Northeast,Mountain
RI,WY,0,2013,Northeast,Mountain
RI,WY,0,2014,Northeast,Mountain
RI,WY,0,2015,Northeast,Mountain
RI,WY,0,2016,Northeast,Mountain
